country,socialNbFollowers,socialNbFollows,socialProductsLiked,productsListed,productsSold,productsPassRate,productsWished,productsBought,hasAnyApp,hasAndroidApp,hasIosApp,hasProfilePicture,daysSinceLastLogin,seniority,social,products,language,language_en,language_es,language_fr,language_it,gender_M,country_short_list_Denmark,country_short_list_France,country_short_list_Germany,country_short_list_Italy,country_short_list_Netherlands,country_short_list_Other,country_short_list_Spain,country_short_list_Sweden,country_short_list_UK,country_short_list_US
Spain,-5.199337582605575,-0.32459054780791374,0.3942631404577641,-5.199337582605575,-5.199337582605575,-5.199337582605575,0.660367479703957,-5.199337582605575,1,1,0,1,0.7047562747299814,-0.05276916294042868,-1.489816296027173,0.34584538129569364,es,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
France,0.6448288926073632,-0.32459054780791374,-0.12338326650744538,1.3647084924885173,1.0481072891215324,5.19933758270342,-5.199337582605575,-5.199337582605575,1,0,1,1,-0.5811754014871106,-0.05276916294042868,0.554614576450374,-0.2177096933638894,fr,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Spain,0.4491733463775526,-0.32459054780791374,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,1,0,1,1,2.382721498287981,-0.05276916294042868,0.3511832148403354,-5.199337582605575,en,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Italy,0.3166581515711474,-0.32459054780791374,-0.12338326650744538,1.474747051661919,0.3807256772281369,5.19933758270342,-5.199337582605575,-5.199337582605575,1,1,0,1,-5.199337582605575,-0.05276916294042868,0.22800895530513712,-0.2177096933638894,it,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
France,0.6448288926073632,-0.32459054780791374,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,0,0,0,1,1.7269962515931594,-0.05276916294042868,0.554614576450374,-5.199337582605575,fr,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
UK,0.6448288926073632,1.29189709019017,1.5190418001910604,0.6855673570471809,0.07794003679312468,0.17163122855073415,0.9139912510859728,-5.199337582605575,1,0,1,1,0.26685713902794467,-0.05276916294042868,0.767329267253086,1.330801469240177,en,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
France,-5.199337582605575,0.7877179162159225,-5.199337582605575,0.16908286461285651,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,0,0,0,1,0.47679003834449046,-0.05276916294042868,-0.8224485747698439,-5.199337582605575,fr,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Italy,0.14619489549821815,-0.32459054780791374,-5.199337582605575,0.16908286461285651,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,1,1,0,0,-0.013760915646150687,-0.05276916294042868,0.0628326081658751,-5.199337582605575,en,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Italy,0.734037551942624,-0.32459054780791374,-0.12338326650744538,0.48277075642432826,0.3807256772281369,0.29297785546080574,-5.199337582605575,-5.199337582605575,1,0,1,0,-0.5811754014871106,-0.05276916294042868,0.6386569992599217,-0.2177096933638894,en,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Spain,-0.7774831914284764,-0.32459054780791374,1.553765004444046,1.42447638186237,0.07794003679312468,5.19933758270342,-5.199337582605575,-5.199337582605575,1,0,1,1,-0.7808856725765653,-0.05276916294042868,-0.8224485747698439,1.3380360784667984,es,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
France,1.653661089487923,1.4107557937971218,1.0481072891215324,2.3886121059993908,2.1924748282751905,0.587133234487073,0.660367479703957,0.9931409247492611,1,0,1,0,-0.9410223871518109,-0.05276916294042868,1.5895321636864006,0.9254932007259913,fr,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Sweden,0.9332296620625781,1.643882862246181,1.875098795934426,0.16908286461285651,0.7144484853753008,0.46031437971923156,2.365806670852581,1.4527521379315975,0,0,0,0,-0.5811754014871106,-0.05276916294042868,1.1491333414999843,2.1418922020455367,en,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Swiss,1.134671396938686,-0.32459054780791374,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,0,0,0,1,1.553765004444046,-0.05276916294042868,1.039446356026401,-5.199337582605575,fr,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
Spain,0.14619489549821815,1.1110819741139202,-0.12338326650744538,1.42447638186237,0.5722770893837116,0.391549940946073,1.0055558754164782,-5.199337582605575,1,0,1,1,-0.9410223871518109,-0.05276916294042868,0.3511832148403354,0.391549940946073,es,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,-0.35653107332793593,-0.32459054780791374,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,0,0,0,1,0.40514525709240085,-0.05276916294042868,-0.4188158757609385,-5.199337582605575,de,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Netherlands,-0.7774831914284764,-0.32459054780791374,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,0,0,0,1,1.624784819167346,-0.05276916294042868,-0.8224485747698439,-5.199337582605575,en,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
France,-0.35653107332793593,0.7877179162159225,0.4997736464576173,-5.199337582605575,0.07794003679312468,5.19933758270342,0.660367479703957,1.1491333414999843,0,0,0,1,0.0477395073185511,-0.05276916294042868,-0.15381512083356783,0.4188158757609385,fr,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
France,0.6448288926073632,-0.32459054780791374,-5.199337582605575,0.6855673570471809,0.7144484853753008,0.5026214279703101,-5.199337582605575,-5.199337582605575,1,0,1,1,-0.1512740750405371,-0.05276916294042868,0.554614576450374,-5.199337582605575,fr,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
US,-0.7774831914284764,-0.32459054780791374,0.22800895530513712,0.9768219351382755,0.07794003679312468,-5.199337582605575,-5.199337582605575,-5.199337582605575,1,0,1,1,-0.6634943012767219,-0.05276916294042868,-0.8224485747698439,0.09811158630531855,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
France,-0.35653107332793593,-0.32459054780791374,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,1,0,1,1,2.348987587893549,-0.05276916294042868,-0.4188158757609385,-5.199337582605575,fr,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
France,0.14619489549821815,-0.32459054780791374,0.10063567064126884,0.8582008565819824,0.7144484853753008,-5.199337582605575,-5.199337582605575,-5.199337582605575,1,0,1,1,-0.05025417621651528,-0.05276916294042868,0.0628326081658751,-0.015070479913589657,fr,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
UK,2.7438801462081743,1.1110819741139202,1.3647084924885173,1.9422717718724143,5.19933758270342,0.36188914801348165,1.7734612670109722,0.7406299625378859,1,0,1,1,-5.199337582605575,-0.05276916294042868,2.336421786659572,1.5394227876003619,en,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
France,-0.35653107332793593,-0.32459054780791374,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,0,0,0,1,0.8699170219271406,-0.05276916294042868,-0.4188158757609385,-5.199337582605575,fr,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
UK,-0.07290242082136891,-0.32459054780791374,0.10063567064126884,0.48277075642432826,0.7144484853753008,0.13060334437662788,1.9979754017607656,1.2690904173592283,1,0,1,1,-0.9410223871518109,-0.05276916294042868,-0.15381512083356783,1.5140192577295293,en,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
France,0.551687720243482,-0.32459054780791374,0.7176941489327423,0.16908286461285651,0.8988407803955765,0.551687720243482,0.9607590224730421,-5.199337582605575,1,0,1,0,0.19974071839308488,-0.05276916294042868,0.4547368076104847,0.6855673570471813,fr,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
France,-0.7774831914284764,-0.32459054780791374,-0.12338326650744538,0.16908286461285651,0.07794003679312468,-5.199337582605575,-5.199337582605575,-5.199337582605575,0,0,0,1,0.06786665426878409,-0.05276916294042868,-0.8224485747698439,-0.2177096933638894,en,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Italy,0.4491733463775526,-0.32459054780791374,-5.199337582605575,-5.199337582605575,0.8084394051616053,5.19933758270342,-5.199337582605575,-5.199337582605575,1,0,1,1,0.14873400563742584,-0.05276916294042868,0.3511832148403354,-5.199337582605575,it,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
France,-0.7774831914284764,-0.32459054780791374,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,1.1491333414999843,1,0,1,0,0.9931409247492611,-0.05276916294042868,-0.8224485747698439,-5.199337582605575,fr,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Italy,0.8154239857629877,1.4107557937971218,0.4997736464576173,1.3647084924885173,1.438470502172995,0.587133234487073,-5.199337582605575,-5.199337582605575,1,0,1,0,-5.199337582605575,-0.05276916294042868,0.9178117400238887,0.34584538129569364,it,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
France,-0.7774831914284764,-0.32459054780791374,0.3942631404577641,-5.199337582605575,-5.199337582605575,-5.199337582605575,1.2253566257226682,0.7406299625378859,1,1,0,1,0.08802133454534494,-0.05276916294042868,-0.8224485747698439,0.6448288926073632,fr,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Italy,-0.7774831914284764,-0.32459054780791374,-5.199337582605575,0.16908286461285651,0.07794003679312468,-5.199337582605575,-5.199337582605575,-5.199337582605575,0,0,0,1,1.2221715397591986,-0.05276916294042868,-0.8224485747698439,-5.199337582605575,it,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
France,1.42447638186237,0.7877179162159225,0.6325093385485111,1.1638397054677863,1.3153962847407192,0.5313296234254816,0.47713424159798007,-5.199337582605575,1,0,1,0,-0.7808856725765653,-0.05276916294042868,1.3647084924885173,0.508329272099529,fr,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Italy,0.4491733463775526,-0.32459054780791374,-0.12338326650744538,-5.199337582605575,0.07794003679312468,5.19933758270342,-5.199337582605575,0.7406299625378859,1,0,1,0,-0.47432166968918105,-0.05276916294042868,0.3511832148403354,-0.2177096933638894,it,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Spain,0.551687720243482,1.1110819741139202,0.9607590224730421,-5.199337582605575,0.3807256772281369,5.19933758270342,1.0835663572614778,1.2690904173592283,1,0,1,1,-5.199337582605575,-0.05276916294042868,0.6386569992599217,0.9410223871518109,es,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
UK,0.4491733463775526,-0.32459054780791374,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,1,0,1,0,1.489816296027173,-0.05276916294042868,0.3511832148403354,-5.199337582605575,en,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Germany,-0.7774831914284764,-0.32459054780791374,-0.12338326650744538,0.16908286461285651,0.07794003679312468,5.19933758270342,-5.199337582605575,1.1491333414999843,1,0,1,1,-0.5197950743313933,-0.05276916294042868,-0.8224485747698439,-0.2177096933638894,de,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Italy,0.14619489549821815,-0.32459054780791374,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,0,0,0,1,1.606298149162689,-0.05276916294042868,0.0628326081658751,-5.199337582605575,it,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
UK,-0.07290242082136891,-0.32459054780791374,-5.199337582605575,-5.199337582605575,0.07794003679312468,5.19933758270342,0.8545766277826874,0.7406299625378859,0,0,0,0,0.16912338661624218,-0.05276916294042868,-0.15381512083356783,0.18183601108909406,en,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Italy,0.9849486421130661,1.694447074405764,0.7176941489327423,1.882885932495754,1.8799107653216565,0.587133234487073,-5.199337582605575,-5.199337582605575,1,0,1,1,-0.7808856725765653,-0.05276916294042868,1.2253566257226682,0.554614576450374,it,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
France,-0.07290242082136891,-0.32459054780791374,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,1.474747051661919,1.1491333414999843,0,0,0,0,1.1369933417360003,-0.05276916294042868,-0.15381512083356783,0.8189312290028973,fr,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
UK,-5.199337582605575,-0.32459054780791374,1.342949472625069,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,0,0,0,0,0.13595236956065623,-0.05276916294042868,-1.489816296027173,1.158909721209286,en,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Portugal,-5.199337582605575,-0.32459054780791374,0.10063567064126884,0.48277075642432826,0.07794003679312468,-5.199337582605575,-5.199337582605575,-5.199337582605575,0,0,0,1,-0.7808856725765653,-0.05276916294042868,-1.489816296027173,-0.015070479913589657,en,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Germany,-0.35653107332793593,-0.32459054780791374,-5.199337582605575,-5.199337582605575,0.5722770893837116,5.19933758270342,-5.199337582605575,-5.199337582605575,1,1,0,1,1.339645199924526,-0.05276916294042868,-0.4188158757609385,-5.199337582605575,de,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
US,1.0701114668128873,-0.32459054780791374,-0.12338326650744538,0.8582008565819824,0.3807256772281369,5.19933758270342,-5.199337582605575,-5.199337582605575,1,0,1,1,0.3885831396875382,-0.05276916294042868,0.9607590224730421,-0.2177096933638894,en,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
France,1.0701114668128873,0.7877179162159225,0.3272392003863268,1.1638397054677863,1.8799107653216565,0.7242082804233155,0.660367479703957,-5.199337582605575,1,0,1,1,-0.5197950743313933,-0.05276916294042868,1.0014004088111839,0.2982254980190218,fr,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
France,0.3166581515711474,-0.32459054780791374,0.10063567064126884,-5.199337582605575,0.968759234053376,5.19933758270342,0.660367479703957,-5.199337582605575,1,0,1,1,-0.1512740750405371,-0.05276916294042868,0.22800895530513712,0.18183601108909406,en,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Spain,0.734037551942624,0.7877179162159225,0.6325093385485111,0.48277075642432826,1.25793066169206,0.21723655807507142,-5.199337582605575,-5.199337582605575,1,0,1,0,0.13351313739201764,-0.05276916294042868,0.711210330666472,0.47713424159798007,es,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
US,0.3166581515711474,-0.32459054780791374,-5.199337582605575,0.16908286461285651,-5.199337582605575,-5.199337582605575,0.8545766277826874,-5.199337582605575,1,0,1,0,1.0790596836778412,-0.05276916294042868,0.22800895530513712,0.18183601108909406,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Italy,1.1788021854537032,-0.32459054780791374,0.6634943012767216,1.1638397054677863,2.0132515139943474,0.7242082804233155,1.0835663572614778,1.1491333414999843,1,0,1,0,-5.199337582605575,-0.05276916294042868,1.0745748200036591,0.7079796163448059,it,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
Spain,0.14619489549821815,-0.32459054780791374,-5.199337582605575,-5.199337582605575,0.07794003679312468,5.19933758270342,-5.199337582605575,-5.199337582605575,1,1,0,1,0.9880168184081843,-0.05276916294042868,0.0628326081658751,-5.199337582605575,es,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
Spain,0.734037551942624,-0.32459054780791374,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,0,0,0,1,1.7269962515931594,-0.05276916294042868,0.6386569992599217,-5.199337582605575,es,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Netherlands,-0.35653107332793593,-0.32459054780791374,0.7406299625378859,-5.199337582605575,-5.199337582605575,-5.199337582605575,1.3458319672400478,0.7406299625378859,0,0,0,1,1.253816431596149,-0.05276916294042868,-0.4188158757609385,0.8728120489963154,en,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Belgium,0.734037551942624,0.7877179162159225,0.8119267442873845,-5.199337582605575,0.8988407803955765,5.19933758270342,0.660367479703957,1.8512871307126821,1,0,1,0,-0.7808856725765653,-0.05276916294042868,0.711210330666472,0.7079796163448059,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,-0.7774831914284764,-0.32459054780791374,-5.199337582605575,-5.199337582605575,0.07794003679312468,5.19933758270342,-5.199337582605575,-5.199337582605575,0,0,0,1,0.7808993829062356,-0.05276916294042868,-0.8224485747698439,-5.199337582605575,fr,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
France,-0.07290242082136891,-0.32459054780791374,1.0972203252718757,0.16908286461285651,0.5722770893837116,0.391549940946073,1.616996325499504,0.7406299625378859,1,0,1,1,0.002511654218540078,-0.05276916294042868,-0.15381512083356783,1.25793066169206,fr,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Italy,1.42447638186237,2.2152788920532536,1.0481072891215324,1.7734612670109722,1.1204429519917722,0.6448288926073632,0.47713424159798007,-5.199337582605575,1,0,1,0,-5.199337582605575,-0.05276916294042868,1.9563415794347887,0.910184056527656,it,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
France,-0.7774831914284764,1.1110819741139202,0.6325093385485111,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,1,0,1,0,-0.7808856725765653,-0.05276916294042868,-0.15381512083356783,0.47713424159798007,fr,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
UK,0.8764940252602996,-0.32459054780791374,0.4997736464576173,0.9768219351382755,1.3647084924885173,5.19933758270342,-5.199337582605575,1.371109957500586,1,0,1,0,0.08407168519573814,-0.05276916294042868,0.767329267253086,0.34584538129569364,en,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Belgium,-5.199337582605575,-0.32459054780791374,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,0,0,0,1,-0.4106042791577485,-0.05276916294042868,-1.489816296027173,-5.199337582605575,fr,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Belgium,-5.199337582605575,-0.32459054780791374,0.6051336754586759,0.16908286461285651,-5.199337582605575,-5.199337582605575,-5.199337582605575,0.7406299625378859,1,1,0,1,0.21000043353342043,-0.05276916294042868,-1.489816296027173,0.44085408278596266,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,0.734037551942624,-0.32459054780791374,-5.199337582605575,1.2414789823350052,1.438470502172995,0.587133234487073,-5.199337582605575,-5.199337582605575,1,0,1,0,-0.34584538129569387,-0.05276916294042868,0.6386569992599217,-5.199337582605575,es,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Italy,0.8764940252602996,0.7877179162159225,0.3942631404577641,0.48277075642432826,0.8988407803955765,0.551687720243482,-5.199337582605575,-5.199337582605575,1,1,0,1,-0.7808856725765653,-0.05276916294042868,0.8224485747698438,0.2460917329967798,it,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
US,0.14619489549821815,-0.32459054780791374,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,0.47713424159798007,-5.199337582605575,0,0,0,1,0.7047562747299814,-0.05276916294042868,0.0628326081658751,-0.2177096933638894,en,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Germany,0.3166581515711474,1.1110819741139202,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,2.2830887820918546,0.7406299625378859,1,0,1,0,-5.199337582605575,-0.05276916294042868,0.4547368076104847,1.8328195603826547,de,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Belgium,0.9332296620625781,-0.32459054780791374,-5.199337582605575,0.48277075642432826,0.8084394051616053,0.17163122855073415,-5.199337582605575,-5.199337582605575,1,0,1,0,0.6016706884044376,-0.05276916294042868,0.8224485747698438,-5.199337582605575,en,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
France,-5.199337582605575,0.7877179162159225,0.22800895530513712,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,0,0,0,1,0.5731483641725752,-0.05276916294042868,-0.8224485747698439,0.09811158630531855,fr,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Denmark,-0.7774831914284764,-0.32459054780791374,1.0097287788244826,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,0.7406299625378859,0,0,0,1,-0.4353248452125309,-0.05276916294042868,-0.8224485747698439,0.8582008565819824,en,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Italy,-0.7774831914284764,-0.32459054780791374,0.3272392003863268,-5.199337582605575,-5.199337582605575,-5.199337582605575,1.0835663572614778,1.1491333414999843,1,1,0,0,-0.4353248452125309,-0.05276916294042868,-0.8224485747698439,0.5313296234254816,it,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Belgium,0.4491733463775526,0.7877179162159225,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,0.660367479703957,0.9931409247492611,0,0,0,1,-0.20230363460702494,-0.05276916294042868,0.4547368076104847,-0.015070479913589657,fr,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
France,1.624784819167346,2.4047541100409338,1.0481072891215324,0.48277075642432826,1.4107557937971218,0.23058751152675497,0.660367479703957,-5.199337582605575,1,0,1,0,0.7877315901587412,-0.05276916294042868,2.173290578985931,0.9254932007259913,fr,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Italy,0.9332296620625781,1.1110819741139202,0.6051336754586759,2.2325601633011396,1.3153962847407192,0.6983314427289389,-5.199337582605575,-5.199337582605575,1,1,0,1,-5.199337582605575,-0.05276916294042868,0.9178117400238887,0.44085408278596266,it,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
France,-0.35653107332793593,-0.32459054780791374,1.0351449943728246,-5.199337582605575,0.07794003679312468,-5.199337582605575,-5.199337582605575,-5.199337582605575,1,0,1,1,0.6792270855195688,-0.05276916294042868,-0.4188158757609385,0.887611995328476,fr,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Netherlands,0.14619489549821815,1.29189709019017,1.252209111245377,0.16908286461285651,0.07794003679312468,5.19933758270342,1.1157502416841865,1.2690904173592283,1,0,1,1,-0.7808856725765653,-0.05276916294042868,0.4547368076104847,1.1251604667820427,en,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
UK,-0.35653107332793593,-0.32459054780791374,0.22800895530513712,-5.199337582605575,-5.199337582605575,-5.199337582605575,0.767329267253086,-5.199337582605575,0,0,0,1,0.6736599072215304,-0.05276916294042868,-0.4188158757609385,0.2982254980190218,en,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
UK,0.14619489549821815,-0.32459054780791374,0.10063567064126884,0.6855673570471809,0.5722770893837116,5.19933758270342,0.8545766277826874,-5.199337582605575,0,0,0,1,-0.7808856725765653,-0.05276916294042868,0.0628326081658751,0.2982254980190218,en,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Spain,-0.07290242082136891,-0.32459054780791374,-0.12338326650744538,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,0,0,0,1,0.6858122341919951,-0.05276916294042868,-0.15381512083356783,-0.2177096933638894,es,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
Italy,-0.7774831914284764,-0.32459054780791374,-5.199337582605575,0.48277075642432826,0.07794003679312468,-5.199337582605575,-5.199337582605575,-5.199337582605575,1,1,1,1,-0.6634943012767219,-0.05276916294042868,-0.8224485747698439,-5.199337582605575,en,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
UK,0.551687720243482,-0.32459054780791374,-5.199337582605575,1.3094535521715693,1.25793066169206,5.19933758270342,-5.199337582605575,-5.199337582605575,0,0,0,1,-0.9410223871518109,-0.05276916294042868,0.4547368076104847,-5.199337582605575,en,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
UK,-5.199337582605575,-0.32459054780791374,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,0.7406299625378859,0,0,0,1,0.11556184054752736,-0.05276916294042868,-1.489816296027173,-5.199337582605575,en,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
France,-5.199337582605575,-0.32459054780791374,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,1,1,0,1,1.2830387868727597,-0.05276916294042868,-1.489816296027173,-5.199337582605575,fr,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Italy,1.25793066169206,1.4107557937971218,1.3775681073731048,0.16908286461285651,1.6342593330344206,0.7505794181100831,1.199172387078776,-5.199337582605575,1,0,1,0,-0.7808856725765653,-0.05276916294042868,1.29189709019017,1.252209111245377,it,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
UK,-0.7774831914284764,-0.32459054780791374,-5.199337582605575,-5.199337582605575,0.07794003679312468,5.19933758270342,-5.199337582605575,-5.199337582605575,1,0,1,1,0.5467970537245825,-0.05276916294042868,-0.8224485747698439,-5.199337582605575,en,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
US,0.14619489549821815,0.7877179162159225,0.7980358274390273,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,1,0,1,1,0.8545766277826874,-0.05276916294042868,0.22800895530513712,0.6448288926073632,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
France,-5.199337582605575,-0.32459054780791374,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,1,0,1,1,1.79820650836169,-0.05276916294042868,-1.489816296027173,-5.199337582605575,fr,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Italy,-0.7774831914284764,1.4107557937971218,1.386269381327972,-5.199337582605575,0.3807256772281369,0.29297785546080574,1.1540077441840437,1.2690904173592283,1,0,1,1,0.14873400563742584,-0.19205976529486804,0.22800895530513712,1.25793066169206,it,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
US,0.551687720243482,1.29189709019017,0.8545766277826874,0.6855673570471809,0.07794003679312468,-5.199337582605575,0.660367479703957,-5.199337582605575,0,0,0,0,0.1644168685766827,-0.19205976529486804,0.711210330666472,0.7406299625378859,en,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
France,-5.199337582605575,-0.32459054780791374,-5.199337582605575,-5.199337582605575,0.3807256772281369,5.19933758270342,-5.199337582605575,-5.199337582605575,1,1,0,1,1.008231511120371,-0.19205976529486804,-1.489816296027173,-5.199337582605575,fr,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Germany,1.0701114668128873,1.29189709019017,1.1110819741139206,1.1638397054677863,1.1889256188145656,5.19933758270342,0.660367479703957,0.9931409247492611,0,0,0,0,-5.199337582605575,-0.19205976529486804,1.0745748200036591,0.9808771910597376,de,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
US,-0.35653107332793593,-0.32459054780791374,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,0,0,0,1,1.3010635149682164,-0.19205976529486804,-0.4188158757609385,-5.199337582605575,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
