country,language,socialNbFollowers,socialNbFollows,socialProductsLiked,productsListed,productsSold,productsPassRate,productsWished,productsBought,gender,hasAnyApp,hasAndroidApp,hasIosApp,hasProfilePicture,daysSinceLastLogin,seniority,country_short_list
France,fr,3,8,0,4,4,75.0,0,0,F,False,False,False,True,11,3205,France
UK,en,14,8,0,3,27,100.0,0,0,F,False,False,False,True,62,3205,UK
Italy,it,3,8,0,0,1,0.0,0,0,F,False,False,False,True,709,3205,Italy
Spain,es,3,8,28,1,2,100.0,1,1,F,True,False,True,True,11,3205,Spain
France,fr,4,8,0,3,1,0.0,0,1,F,False,False,False,True,125,3198,France
Italy,it,5,8,0,1,5,100.0,0,0,M,True,False,True,True,137,3198,Italy
Estonie,en,13,8,2,10,1,0.0,0,0,F,False,False,False,False,11,3198,Other
Grèce,en,7,8,0,2,1,0.0,0,0,M,False,False,False,False,30,3198,Other
France,fr,4,8,0,0,1,0.0,0,0,F,False,False,False,True,40,3198,France
UK,en,9,8,5,10,12,100.0,1,1,F,True,False,True,True,11,3198,UK
UK,en,28,8,4,0,47,77.0,8,1,F,True,False,True,False,21,3198,UK
France,fr,3,8,0,0,1,0.0,0,0,F,False,False,False,True,685,3198,France
Italy,it,20,8,11,12,30,93.0,0,1,F,True,False,True,True,12,3198,Italy
France,fr,4,8,0,2,2,100.0,0,0,F,False,False,False,False,119,3198,France
Bulgaria,en,11,9,20,1,8,62.0,1,1,M,True,False,True,False,49,3198,Other
Italy,en,6,12,52,2,1,0.0,446,8,F,False,False,False,True,11,3198,Italy
Italy,it,6,8,1,0,2,100.0,0,0,M,True,True,True,True,225,3198,Italy
Singapour,en,6,8,69,6,2,100.0,8,4,F,False,False,False,True,11,3198,Other
Italy,it,5,9,1,3,1,0.0,1,0,F,False,False,False,True,181,3198,Italy
UK,en,4,8,2,0,1,0.0,5,5,M,False,False,False,True,11,3198,UK
Italy,it,13,8,40,14,8,62.0,0,0,F,False,False,False,True,198,3198,Italy
Italy,it,8,8,50,2,9,100.0,1,0,M,True,True,False,True,11,3198,Italy
France,fr,3,8,1,0,1,0.0,0,0,F,False,False,False,True,226,3198,France
UK,en,3,8,0,0,1,0.0,0,0,F,False,False,False,True,655,3198,UK
UK,en,6,10,9,1,1,0.0,2,0,F,True,False,True,True,39,3198,UK
France,fr,6,8,0,0,1,0.0,0,0,M,False,False,False,True,533,3198,France
France,fr,3,8,0,0,1,0.0,0,0,F,False,False,False,False,701,3198,France
Bulgaria,en,31,27,161,4,24,100.0,612,20,F,True,False,True,True,11,3198,Other
France,fr,9,9,15,11,8,85.7,3,0,F,True,True,False,False,100,3198,France
Spain,fr,18,16,52,0,18,100.0,4,48,F,False,False,False,True,12,3198,Spain
UK,en,12,8,0,6,6,33.0,0,0,F,False,False,False,False,11,3198,UK
Croatie,en,7,8,2,0,1,0.0,0,0,F,True,False,True,False,500,3198,Other
France,fr,12,8,5,0,1,0.0,0,0,M,True,False,True,False,44,3198,France
Croatie,en,34,8,6,7,11,83.0,0,0,F,False,False,False,True,12,3198,Other
France,fr,4,8,1,1,3,33.0,0,0,F,False,False,False,True,84,3198,France
France,fr,19,9,13,35,23,82.0,1,0,F,True,False,True,False,11,3198,France
France,fr,4,9,0,1,2,66.0,0,0,M,False,False,False,False,11,3198,France
France,fr,15,8,0,10,38,84.0,1,0,F,False,False,False,True,11,3198,France
US,en,131,10,14,122,152,92.0,7,0,F,True,False,True,False,12,3198,US
Estonie,en,13,9,1,0,1,0.0,1,1,F,True,True,True,True,516,3198,Other
France,fr,4,8,0,0,1,0.0,0,0,F,True,True,False,True,573,3198,France
US,en,9,9,3,1,2,100.0,0,0,F,True,False,True,False,256,3198,US
France,fr,4,8,1,0,1,0.0,0,0,F,False,False,False,True,367,3198,France
Spain,en,5,8,1,10,11,90.0,0,0,F,False,False,False,True,71,3198,Spain
Sweden,en,121,0,1140,31,108,94.0,531,105,F,True,True,False,False,11,3198,Sweden
France,fr,7,13,357,3,3,100.0,6,24,F,True,False,True,True,11,3198,France
France,fr,6,8,3,1,1,0.0,47,13,F,False,False,False,False,13,3198,France
France,fr,4,8,4,0,1,0.0,3,0,F,True,False,True,True,12,3198,France
Italy,it,13,8,11,9,10,70.0,0,0,F,True,False,True,False,18,3198,Italy
US,en,7,8,1,16,2,100.0,0,0,F,True,False,True,True,12,3198,US
US,en,6,12,16,3,1,0.0,214,8,F,True,False,True,True,11,3198,US
UK,en,12,8,0,3,10,90.0,0,0,F,True,False,True,True,13,3198,UK
UK,en,15,15,22,1,2,0.0,2,4,M,True,False,True,False,424,3198,UK
France,fr,5,8,0,0,2,0.0,0,0,F,True,False,True,True,187,3198,France
Spain,es,5,8,0,0,1,0.0,0,0,F,False,False,False,True,625,3198,Spain
US,en,8,8,0,0,1,0.0,0,3,F,False,False,False,True,31,3198,US
US,en,11,8,6,19,2,100.0,1,2,F,True,False,True,True,371,3198,US
US,en,6,8,0,2,1,0.0,0,0,F,False,False,False,True,94,3198,US
Italy,it,10,8,0,4,1,0.0,0,0,F,True,False,True,False,621,3198,Italy
Islande,en,6,8,15,2,1,0.0,15,1,F,False,False,False,True,11,3198,Other
Germany,de,5,9,32,2,2,100.0,2,5,F,True,False,True,True,424,3198,Germany
Italy,it,14,10,41,1,2,100.0,0,0,F,True,True,False,False,469,3198,Italy
Italy,it,14,12,10,2,2,100.0,0,0,F,True,False,True,False,26,3198,Italy
Netherlands,en,11,8,48,2,4,100.0,4,11,M,False,False,False,False,14,3198,Netherlands
France,fr,5,8,0,2,2,0.0,0,0,F,True,False,True,True,15,3198,France
Netherlands,en,8,8,6,1,5,100.0,0,0,F,True,False,True,False,13,3198,Netherlands
France,fr,4,8,0,1,1,0.0,0,1,F,True,False,True,True,348,3198,France
Austria,de,7,9,141,2,5,100.0,171,9,F,False,False,False,True,11,3198,Other
France,en,24,8,0,27,13,69.0,0,0,F,True,False,True,False,11,3198,France
Spain,es,5,9,0,8,3,100.0,0,0,F,True,False,True,False,32,3198,Spain
France,fr,7,8,38,3,4,0.0,14,0,F,False,False,False,False,40,3198,France
Netherlands,en,3,8,0,0,1,0.0,0,0,F,False,False,False,True,68,3198,Netherlands
UK,en,5,8,86,0,1,0.0,4,2,F,False,False,False,True,14,3198,UK
US,en,6,8,0,1,1,0.0,0,0,F,False,False,False,True,251,3198,US
US,en,5,8,3,0,1,0.0,0,1,F,False,False,False,True,561,3198,US
UK,en,8,12,30,1,2,0.0,2,0,F,True,False,True,False,13,3198,UK
France,fr,4,8,0,0,1,0.0,0,0,M,True,False,True,True,590,3198,France
France,fr,4,8,3,0,1,0.0,0,0,F,True,False,True,True,400,3198,France
Italy,it,12,9,14,13,7,85.0,0,0,F,True,False,True,False,15,3198,Italy
France,fr,19,12,4,12,13,92.3,2,1,F,True,False,True,False,12,3198,France
Estonie,en,6,8,0,0,1,0.0,0,0,M,True,False,True,True,384,3198,Other
Spain,es,23,8,1,15,22,95.0,0,0,F,True,False,True,True,12,3198,Spain
France,fr,9,8,0,1,1,0.0,0,0,M,True,True,False,True,325,3197,France
France,fr,6,8,0,0,3,66.0,0,0,F,False,False,False,True,274,3197,France
Germany,en,5,9,109,3,1,0.0,8,8,M,True,True,False,True,14,3197,Germany
Italy,it,10,24,342,7,3,66.0,425,10,M,True,False,True,False,11,3197,Italy
Italy,it,8,8,0,0,1,0.0,0,0,F,False,False,False,True,688,3197,Italy
Germany,de,4,8,4,1,1,0.0,0,0,F,False,False,False,True,44,3197,Germany
France,fr,4,9,0,0,2,0.0,0,0,M,True,False,True,True,647,3197,France
Netherlands,en,6,9,2,3,1,0.0,2,1,M,True,False,True,False,19,3197,Netherlands
UK,en,3,8,59,0,1,0.0,29,0,F,False,False,False,False,12,3197,UK
UK,en,7,8,0,2,9,90.0,0,0,F,True,False,True,False,94,3197,UK
UK,en,4,8,4,8,2,50.0,4,0,F,False,False,False,True,35,3197,UK
US,en,9,8,0,0,3,100.0,0,0,M,True,False,True,True,610,3197,US
US,en,4,8,0,0,1,0.0,0,0,F,False,False,False,True,44,3197,US
Slovaquie,en,15,8,9,14,27,74.0,0,0,M,True,False,True,False,15,3197,Other
France,fr,4,8,1,0,1,0.0,1,0,F,False,False,False,True,16,3197,France
Belgium,fr,19,8,0,1,19,50.0,0,0,F,True,False,True,True,462,3197,Belgium
France,fr,4,8,0,0,1,0.0,0,2,F,False,False,False,True,11,3197,France
Belgium,fr,4,8,0,0,1,0.0,0,0,F,False,False,False,True,205,3197,Belgium
Luxembourg,fr,22,14,185,0,5,100.0,37,53,F,True,False,True,True,12,3197,Other
France,fr,3,8,0,0,1,0.0,0,0,F,False,False,False,True,519,3197,France
France,fr,60,9,41,244,70,88.0,37,14,F,False,False,False,True,11,3197,France
Germany,de,4,8,3,4,4,80.0,0,0,F,False,False,False,False,61,3197,Germany
France,fr,4,8,0,2,1,0.0,0,0,F,True,False,True,True,406,3197,France
France,fr,10,8,0,0,3,100.0,0,0,M,True,False,True,False,13,3197,France
France,fr,14,8,0,0,1,0.0,0,0,F,False,False,False,False,691,3197,France
Italy,it,13,8,0,1,6,100.0,0,0,F,True,False,True,True,11,3197,Italy
France,fr,6,8,11,0,3,66.0,1,0,F,True,False,True,False,48,3197,France
Germany,de,3,8,0,0,1,0.0,0,0,F,False,False,False,True,385,3197,Germany
France,fr,6,8,4,5,7,85.0,0,0,F,True,False,True,True,14,3197,France
France,fr,5,15,420,0,1,0.0,5,0,F,True,True,False,True,11,3197,France
France,fr,4,8,0,0,1,0.0,0,0,F,True,False,True,True,68,3197,France
Italy,it,9,17,3,3,8,100.0,0,0,F,True,False,True,True,12,3197,Italy
Romania,en,5,5,15,1,1,0.0,0,5,M,True,False,True,True,40,3197,Other
UK,en,42,8,0,5,29,86.0,0,0,F,True,False,True,True,15,3197,UK
France,fr,5,8,0,2,1,0.0,0,0,F,False,False,False,True,691,3197,France
France,fr,7,8,0,2,2,0.0,46,0,F,False,False,False,True,595,3197,France
France,fr,14,12,19,1,3,100.0,9,0,M,True,False,True,False,219,3197,France
Italy,it,7,8,4,6,8,100.0,0,0,F,True,False,True,True,13,3197,Italy
Germany,de,21,9,0,0,13,100.0,9,3,F,True,False,True,False,390,3197,Germany
Italy,it,3,8,19,0,1,0.0,0,0,F,False,False,False,True,52,3197,Italy
Singapour,en,30,60,1209,0,3,100.0,919,9,F,True,False,True,False,11,3197,Other
France,fr,3,8,1,0,1,0.0,0,0,F,False,False,False,True,701,3197,France
France,fr,4,8,0,0,1,0.0,0,0,F,False,False,False,True,259,3197,France
Germany,de,4,8,3,0,1,0.0,0,1,F,True,False,True,True,324,3197,Germany
Spain,es,7,8,0,1,1,0.0,0,0,F,False,False,False,True,641,3197,Spain
Germany,en,6,8,21,3,1,0.0,5,0,F,False,False,False,False,165,3197,Germany
UK,en,15,10,136,9,4,50.0,13,5,F,True,False,True,False,22,3197,UK
UK,en,12,9,0,0,5,60.0,0,0,F,True,False,True,False,426,3197,UK
Italy,it,7,8,2,11,13,84.0,0,0,F,True,True,False,True,11,3197,Italy
Italy,en,59,108,1,2,7,71.0,0,0,F,True,False,True,False,11,3197,Italy
France,fr,10,8,226,1,3,100.0,185,25,F,True,True,True,True,11,3197,France
Spain,es,5,8,2,1,4,75.0,0,0,F,True,False,True,True,29,3197,Spain
France,fr,4,8,0,0,1,0.0,0,0,M,True,False,True,True,617,3197,France
Lituanie,en,14,10,25,1,2,0.0,47,1,F,True,False,True,True,471,3197,Other
France,fr,8,11,40,0,1,0.0,58,3,M,True,False,True,True,53,3197,France
Italy,it,5,8,0,0,2,50.0,29,0,F,True,False,True,True,280,3197,Italy
Italy,it,10,8,0,1,4,75.0,0,0,M,True,False,True,False,204,3197,Italy
France,fr,6,8,0,0,1,0.0,0,0,F,False,False,False,True,41,3197,France
Italy,en,12,8,1,0,11,75.0,0,0,F,True,False,True,True,194,3197,Italy
Spain,es,15,8,1,17,26,88.0,0,0,F,True,True,False,True,20,3197,Spain
France,fr,6,10,0,0,1,0.0,0,0,F,True,False,True,True,687,3197,France
Canada,en,4,8,1,0,3,0.0,0,0,F,False,False,False,True,17,3197,Other
Germany,de,4,8,4,0,1,0.0,0,1,M,True,False,True,True,525,3197,Germany
Italy,it,6,8,0,0,1,0.0,0,1,F,True,False,True,True,57,3197,Italy
Italy,it,12,8,3,15,19,94.0,0,0,F,False,False,False,True,11,3197,Italy
Italy,en,7,8,0,0,1,0.0,0,0,F,True,False,True,True,673,3197,Italy
France,fr,8,9,1,2,4,100.0,0,0,F,True,False,True,False,18,3197,France
Spain,es,8,8,0,0,1,0.0,0,1,F,False,False,False,True,442,3197,Spain
France,fr,5,8,9,0,1,0.0,0,0,F,True,False,True,True,231,3197,France
France,fr,6,8,0,0,2,0.0,0,0,M,True,False,True,True,397,3197,France
France,fr,10,9,2,1,7,100.0,24,4,F,True,True,False,True,12,3197,France
Germany,de,20,8,106,1,4,75.0,0,2,F,False,False,False,True,44,3197,Germany
Croatie,en,8,8,25,0,1,0.0,4,3,F,True,False,True,False,29,3197,Other
Spain,es,30,37,27,1,5,100.0,3,2,F,True,False,True,False,218,3197,Spain
France,fr,12,8,15,1,1,0.0,69,2,F,True,False,True,False,224,3197,France
US,en,6,8,0,0,3,100.0,0,0,F,False,False,False,False,183,3197,US
Germany,de,10,18,5,0,1,0.0,3,2,F,True,False,True,True,38,3197,Germany
Germany,de,10,16,2,1,2,100.0,1,0,F,True,False,True,False,28,3197,Germany
Italy,it,3,8,117,1,1,0.0,2,0,F,True,False,True,True,12,3197,Italy
Italy,it,15,9,3,11,12,91.0,5,0,F,True,False,True,True,20,3197,Italy
US,en,4,8,1,0,1,0.0,10,1,M,True,False,True,True,392,3197,US
Italy,it,8,9,2,14,11,100.0,0,0,F,False,False,False,True,11,3197,Italy
France,fr,8,8,0,0,5,80.0,0,0,F,True,False,True,True,212,3197,France
France,fr,23,8,165,4,21,80.0,0,1,F,True,False,True,True,13,3197,France
Netherlands,en,4,8,0,0,2,100.0,1,0,F,True,False,True,True,631,3197,Netherlands
US,en,22,20,20,5,6,100.0,0,0,F,True,False,True,True,12,3197,US
Italy,it,5,8,3,10,7,100.0,0,0,F,True,False,True,False,14,3197,Italy
Italy,it,24,23,34,46,34,85.0,9,1,F,True,False,True,False,11,3197,Italy
France,fr,3,8,0,0,1,0.0,0,0,M,False,False,False,True,313,3197,France
Italy,it,4,10,126,4,2,100.0,32,2,F,True,False,True,True,11,3197,Italy
Italy,it,7,8,0,9,4,66.6,0,0,F,True,False,True,True,12,3197,Italy
Italy,it,12,7,30,1,1,0.0,0,1,M,True,False,True,False,34,3197,Italy
UK,en,4,8,1,0,1,0.0,1,0,F,False,False,False,True,200,3197,UK
UK,fr,3,8,1,0,1,0.0,1,0,F,False,False,False,True,293,3197,UK
France,fr,4,9,16,0,1,0.0,15,1,F,True,False,True,True,37,3197,France
France,fr,3,0,0,0,1,0.0,0,0,F,False,False,False,True,44,3197,France
Portugal,en,4,8,4,0,1,0.0,0,0,M,True,False,True,True,14,3197,Other
Italy,it,3,8,0,0,1,0.0,0,0,M,False,False,False,True,664,3197,Italy
Italy,it,18,9,19,84,29,66.0,15,0,F,True,False,True,True,11,3197,Italy
France,fr,4,8,0,0,2,100.0,0,0,F,False,False,False,True,376,3197,France
UK,en,13,8,1,4,4,75.0,0,0,M,True,True,False,False,14,3197,UK
France,fr,12,5,1,4,6,33.0,12,1,F,True,False,True,True,11,3197,France
UK,en,3,9,2,0,1,0.0,0,1,F,False,False,False,True,11,3197,UK
UK,en,4,8,7,0,1,0.0,0,0,F,True,False,True,False,442,3196,UK
France,fr,5,7,4,7,7,100.0,2,1,M,False,False,False,True,50,3196,France
France,fr,7,8,1,7,7,71.0,0,0,F,False,False,False,True,20,3196,France
Australia,en,8,8,6,0,1,0.0,4,2,F,False,False,False,True,68,3196,Other
Germany,de,130,12,1,47,123,91.0,0,0,F,True,False,True,False,11,3196,Germany
France,fr,3,2,32,0,1,0.0,11,0,F,True,False,True,False,25,3196,France
France,fr,8,8,36,3,2,0.0,0,0,F,True,False,True,False,475,3196,France
UK,en,5,8,0,0,1,0.0,0,0,F,False,False,False,True,418,3196,UK
Belgium,fr,8,8,0,0,1,0.0,0,0,F,True,False,True,True,441,3196,Belgium
Bulgaria,en,10,8,0,11,9,88.0,0,0,F,False,False,False,True,35,3196,Other
Hong Kong,en,3,8,0,1,2,0.0,12,0,F,True,False,True,True,11,3196,Other
Chypre,en,12,8,1,8,10,90.0,3,0,F,False,False,False,True,12,3196,Other
Italy,en,4,8,58,2,1,0.0,11,9,F,False,False,False,False,11,3196,Italy
France,fr,4,9,0,0,1,0.0,0,0,M,True,False,True,True,331,3196,France
France,fr,4,8,0,0,1,0.0,0,0,M,False,False,False,True,407,3196,France
France,fr,3,8,0,0,1,0.0,0,0,M,False,False,False,True,621,3196,France
Italy,it,18,10,75,9,7,100.0,49,3,F,True,False,True,True,11,3196,Italy
Germany,de,6,8,1,2,3,100.0,3,0,F,True,False,True,True,22,3196,Germany
Italy,it,6,8,1,5,4,100.0,0,0,F,False,False,False,True,16,3196,Italy
Spain,es,5,8,0,0,1,0.0,0,0,F,False,False,False,True,531,3196,Spain
France,fr,6,8,2,3,2,100.0,0,0,M,False,False,False,True,322,3196,France
Germany,en,5,8,43,4,2,100.0,0,1,F,True,False,True,True,14,3196,Germany
Italy,it,8,8,11,2,7,100.0,0,0,M,True,False,True,True,15,3196,Italy
Italy,it,24,17,111,4,12,90.9,27,0,F,True,True,False,False,12,3196,Italy
Swiss,fr,21,9,7,0,5,80.0,12,4,F,True,False,True,False,12,3196,Other
Spain,es,7,8,1,0,3,0.0,0,0,M,True,True,False,True,88,3196,Spain
Denmark,en,5,8,0,0,1,0.0,0,0,M,True,False,True,True,284,3196,Denmark
Spain,es,3,8,5,0,1,0.0,2,0,F,True,True,False,True,359,3196,Spain
France,fr,11,8,1,10,9,100.0,0,0,F,True,False,True,True,15,3196,France
Spain,en,9,8,0,0,1,0.0,0,0,M,True,False,True,True,699,3196,Spain
Italy,it,8,8,1,12,3,100.0,0,0,F,True,True,False,True,11,3196,Italy
France,fr,11,8,0,0,1,0.0,0,0,F,False,False,False,True,670,3196,France
UK,en,11,11,110,3,2,50.0,5,0,F,True,False,True,True,139,3196,UK
France,fr,3,9,0,1,1,0.0,0,0,F,False,False,False,True,241,3196,France
Italy,en,7,8,0,1,1,0.0,0,0,F,True,True,False,False,56,3196,Italy
Italy,en,12,8,1,2,3,66.0,0,0,F,True,False,True,False,15,3196,Italy
Spain,es,4,8,118,11,2,100.0,0,0,F,True,False,True,True,13,3196,Spain
France,fr,36,12,35,60,62,87.0,2,2,F,True,False,True,False,12,3196,France
Sweden,en,15,16,253,1,5,80.0,432,6,F,False,False,False,False,15,3196,Sweden
Swiss,fr,20,8,0,0,1,0.0,0,0,M,False,False,False,True,652,3196,Other
Spain,es,7,10,1,11,4,75.0,7,0,F,True,False,True,True,12,3196,Spain
Germany,de,5,8,0,0,1,0.0,0,0,F,False,False,False,True,206,3196,Germany
Netherlands,en,4,8,0,0,1,0.0,0,0,F,False,False,False,True,660,3196,Netherlands
France,fr,5,9,7,0,2,100.0,2,3,M,False,False,False,True,70,3196,France
France,fr,11,8,0,3,5,83.0,0,0,F,True,False,True,True,37,3196,France
US,en,4,8,3,5,2,0.0,0,0,F,True,False,True,True,14,3196,US
France,fr,5,8,0,0,1,0.0,0,0,F,True,False,True,True,698,3196,France
France,fr,7,8,2,4,5,0.0,0,0,F,True,False,True,True,48,3196,France
UK,en,147,10,77,26,174,74.0,104,1,M,True,False,True,True,11,3196,UK
France,fr,5,8,0,0,1,0.0,0,0,F,False,False,False,True,423,3196,France
UK,en,6,8,2,2,5,40.0,170,4,M,True,False,True,True,12,3196,UK
France,fr,10,8,14,1,7,85.0,6,0,M,True,False,True,False,118,3196,France
France,en,4,8,1,1,2,0.0,0,0,F,False,False,False,True,73,3196,France
Italy,it,9,8,0,0,6,100.0,0,0,F,True,False,True,True,97,3196,Italy
France,fr,4,8,0,0,1,0.0,0,3,F,True,False,True,False,493,3196,France
Italy,it,13,12,7,10,16,87.0,0,0,M,True,False,True,False,11,3196,Italy
France,fr,4,8,5,0,1,0.0,13,1,F,True,True,False,True,80,3196,France
Italy,it,4,8,0,1,2,0.0,0,0,F,False,False,False,True,599,3196,Italy
France,fr,28,9,11,7,13,84.0,1,0,F,True,False,True,False,13,3196,France
Italy,it,9,8,1,0,2,100.0,0,1,F,True,False,True,False,17,3196,Italy
Spain,es,10,10,29,0,3,100.0,9,4,F,True,False,True,True,11,3196,Spain
UK,en,9,8,0,0,1,0.0,0,0,F,True,False,True,False,644,3196,UK
Germany,de,4,8,1,1,2,100.0,0,3,F,True,False,True,True,16,3196,Germany
Italy,it,7,8,0,0,1,0.0,0,0,F,False,False,False,True,659,3196,Italy
UK,en,6,8,0,0,2,100.0,4,1,F,False,False,False,False,104,3196,UK
Italy,it,16,17,14,24,33,87.0,0,0,F,True,False,True,True,13,3196,Italy
France,fr,6,8,0,0,1,0.0,29,3,F,False,False,False,False,574,3196,France
UK,en,3,8,72,0,1,0.0,0,0,F,False,False,False,False,94,3196,UK
Portugal,en,3,8,2,2,2,0.0,0,0,M,False,False,False,True,13,3196,Other
Germany,de,5,8,0,0,4,100.0,0,0,F,True,True,False,True,621,3196,Germany
US,en,18,8,1,4,3,100.0,0,0,M,True,False,True,True,201,3196,US
France,fr,18,9,4,7,33,93.0,2,0,F,True,False,True,True,16,3196,France
France,en,8,8,2,0,8,100.0,2,0,F,True,False,True,True,37,3196,France
Spain,es,12,9,11,2,12,58.0,0,0,M,True,False,True,False,93,3196,Spain
US,en,8,8,0,1,1,0.0,4,0,F,True,False,True,False,542,3196,US
Italy,it,21,8,12,7,44,93.0,9,3,M,True,False,True,False,11,3196,Italy
Spain,es,7,8,0,0,2,100.0,0,0,M,True,True,False,True,488,3196,Spain
Spain,es,12,8,0,0,1,0.0,0,0,F,False,False,False,True,670,3196,Spain
Netherlands,en,5,8,15,0,1,0.0,18,1,F,False,False,False,True,606,3196,Netherlands
Belgium,en,12,9,19,0,7,100.0,2,16,F,True,False,True,False,13,3196,Belgium
France,fr,4,8,0,0,2,100.0,0,0,F,False,False,False,True,383,3196,France
France,fr,6,8,40,1,4,75.0,52,1,F,True,False,True,True,59,3196,France
Italy,it,28,52,35,21,10,90.0,1,0,F,True,False,True,False,11,3196,Italy
France,fr,4,10,11,0,1,0.0,0,0,F,True,False,True,False,13,3196,France
UK,en,14,8,7,5,14,100.0,0,5,F,True,False,True,False,79,3196,UK
Belgium,fr,3,8,0,0,1,0.0,0,0,F,False,False,False,True,19,3196,Belgium
Belgium,en,3,8,10,1,1,0.0,0,1,F,True,True,False,True,120,3196,Belgium
Spain,es,12,8,0,8,16,87.0,0,0,F,True,False,True,False,22,3196,Spain
Italy,it,14,9,5,2,7,85.0,0,0,F,True,True,False,True,13,3196,Italy
US,en,7,8,0,0,1,0.0,1,0,M,False,False,False,True,359,3196,US
Germany,de,8,10,0,0,1,0.0,349,1,F,True,False,True,False,11,3196,Germany
Belgium,en,15,8,0,2,6,50.0,0,0,M,True,False,True,False,312,3196,Belgium
France,fr,3,9,3,0,1,0.0,0,0,F,False,False,False,True,293,3196,France
Denmark,en,4,8,32,0,1,0.0,0,1,F,False,False,False,True,18,3196,Denmark
Italy,it,4,8,4,0,1,0.0,9,3,F,True,True,False,False,18,3196,Italy
Belgium,fr,9,9,0,0,1,0.0,2,2,M,False,False,False,True,32,3196,Belgium
France,fr,35,89,35,2,15,60.0,2,0,M,True,False,True,False,385,3196,France
Italy,it,15,10,10,49,13,92.0,0,0,F,True,True,False,True,11,3196,Italy
France,fr,5,8,34,0,2,0.0,0,0,F,True,False,True,True,348,3196,France
Netherlands,en,7,11,59,1,2,100.0,10,4,F,True,False,True,True,13,3196,Netherlands
UK,en,5,8,3,0,1,0.0,3,0,M,False,False,False,True,346,3196,UK
UK,en,7,8,2,3,4,100.0,4,0,F,False,False,False,True,13,3196,UK
Spain,es,6,8,1,0,1,0.0,0,0,M,False,False,False,True,353,3196,Spain
Italy,en,4,8,0,2,2,0.0,0,0,F,True,True,True,True,14,3196,Italy
UK,en,10,8,0,9,12,100.0,0,0,F,False,False,False,True,12,3196,UK
UK,en,3,8,0,0,1,0.0,0,1,F,False,False,False,True,87,3196,UK
France,fr,3,8,0,0,1,0.0,0,0,M,True,True,False,True,612,3196,France
Italy,it,23,12,79,1,23,95.0,12,0,M,True,False,True,False,13,3196,Italy
UK,en,4,8,0,0,2,100.0,0,0,F,True,False,True,True,275,3196,UK
US,en,7,9,18,0,1,0.0,0,0,F,True,False,True,True,419,3196,US
France,fr,3,8,0,0,1,0.0,0,0,M,True,False,True,True,675,3196,France
Italy,it,4,12,81,0,3,66.0,11,4,M,True,False,True,True,97,3195,Italy
US,en,10,11,21,3,2,0.0,2,0,M,False,False,False,False,103,3195,US
France,fr,3,8,0,0,3,100.0,0,0,F,True,True,False,True,503,3195,France
Germany,de,18,11,41,7,11,100.0,2,2,F,False,False,False,False,11,3195,Germany
US,en,5,8,0,0,1,0.0,0,0,F,False,False,False,True,616,3195,US
UK,en,17,12,65,0,2,100.0,7,7,F,True,False,True,False,67,3195,UK
Germany,de,9,8,13,0,1,0.0,1,0,M,True,False,True,False,642,3195,Germany
US,en,7,8,2,0,1,0.0,0,0,F,True,False,True,True,28,3195,US
UK,en,4,8,6,2,4,50.0,0,0,F,True,False,True,True,16,3195,UK
Italy,it,127,40,863,40,87,89.0,68,0,M,True,False,True,False,11,3195,Italy
US,en,8,8,1,0,4,50.0,0,0,F,True,False,True,True,151,3195,US
Italy,it,6,8,20,0,1,0.0,17,2,F,True,True,False,True,371,3195,Italy
France,fr,13,13,4,0,2,0.0,0,0,M,True,False,True,False,675,3195,France
France,fr,8,8,5,0,2,0.0,3,0,M,True,True,False,True,622,3195,France
UK,en,4,8,2,0,1,0.0,0,0,F,True,False,True,True,567,3195,UK
Italy,it,21,8,1,19,11,63.0,0,0,F,False,False,False,True,30,3195,Italy
Italy,it,4,8,0,0,1,0.0,0,0,M,True,False,True,True,38,3195,Italy
France,fr,3,10,79,0,1,0.0,1,0,F,True,False,True,True,51,3195,France
France,fr,6,8,2,1,2,50.0,0,0,F,True,True,False,True,170,3195,France
Ireland,en,4,8,20,1,2,50.0,1,0,F,True,False,True,False,14,3195,Other
Italy,it,4,8,0,1,2,100.0,0,0,F,False,False,False,True,13,3195,Italy
Italy,it,5,9,1,0,2,0.0,0,0,F,False,False,False,True,410,3195,Italy
France,fr,4,8,1,1,5,100.0,0,0,F,True,False,True,True,11,3195,France
US,en,4,8,1,1,1,0.0,9,0,F,True,False,True,True,420,3195,US
Netherlands,en,14,8,3,2,6,50.0,2,0,F,False,False,False,True,22,3195,Netherlands
France,fr,5,11,0,0,2,0.0,13,1,M,True,False,True,False,135,3195,France
Australia,en,10,10,339,0,9,88.0,31,14,F,True,False,True,False,40,3195,Other
Netherlands,en,5,8,0,0,1,0.0,0,0,F,False,False,False,True,699,3195,Netherlands
France,fr,3,8,0,0,1,0.0,0,0,M,False,False,False,True,610,3195,France
Italy,it,25,10,0,1,26,100.0,0,0,F,False,False,False,True,40,3195,Italy
UK,en,3,8,0,1,1,0.0,0,1,M,True,False,True,True,58,3195,UK
Austria,de,7,10,118,0,1,0.0,7,0,F,True,False,True,True,14,3195,Other
Spain,es,46,19,1308,63,87,92.0,564,36,F,True,False,True,True,11,3195,Spain
France,fr,6,8,14,0,2,100.0,1,3,F,True,False,True,True,11,3195,France
France,fr,3,8,0,4,2,0.0,0,0,F,False,False,False,True,12,3195,France
France,fr,10,8,4,0,10,70.0,0,0,M,True,True,False,True,180,3195,France
