socialNbFollowers,socialNbFollows,socialProductsLiked,productsListed,productsSold,productsPassRate,productsWished,productsBought,social,products,country,daysSinceLastLogin,x,y,kmeans,spectral,aggl
6,8,2,0,1,0.0,0,0,14,2,France,546,0.45056531843509934,-0.6459037166653305,3,0,2
4,9,4,8,2,0.0,0,0,13,4,Italy,11,-0.1823339044066432,0.027138601344902032,3,0,1
3,8,1,0,1,0.0,0,0,11,1,Denmark,12,1.1451057199666888,-1.3217155607992037,3,0,3
7,8,16,5,4,75.0,1,0,15,17,Italy,39,-0.744661439985593,0.17145926226322802,0,0,1
14,12,10,2,2,0.0,1,0,26,11,Italy,284,-0.9988390238483091,-0.17165858759238428,0,0,2
3,8,0,0,1,0.0,0,0,11,0,France,328,1.8211872325051162,-0.5087243978983337,1,3,3
9,10,2,1,6,66.0,1,0,19,3,France,13,-0.9739059198516838,0.24701044367557445,0,0,1
4,8,1,0,6,50.0,0,0,12,1,France,297,0.19138443293514307,0.19054994254941632,2,0,1
4,8,2,0,1,0.0,2,0,12,4,France,473,0.29694759486830224,-1.3022528245268417,3,0,2
7,8,0,0,7,85.0,0,0,15,0,Italy,319,0.6048189654610653,1.2712643169244273,2,3,0
6,8,0,23,2,0.0,0,0,14,0,Netherlands,11,0.5833344464920901,1.1321001255174372,2,3,0
4,8,0,0,1,0.0,0,0,12,0,France,617,1.3419139293825868,0.025257607180264242,1,3,0
6,8,1,0,1,0.0,0,0,14,1,France,372,0.4792107386002132,-0.6114953933053199,3,0,2
11,8,98,0,1,0.0,68,17,19,166,Australia,14,-0.642842225918055,-1.822632413874341,3,0,2
11,18,7,0,1,0.0,1,5,29,8,France,15,-0.8194562721264564,-1.5757223785289753,3,0,2
9,26,86,1,4,75.0,2,1,35,88,France,254,-1.6739120600193844,-0.40797561208111993,0,0,1
4,8,0,0,1,0.0,0,0,12,0,France,132,1.3419139293825868,0.025257607180264242,1,3,0
4,8,4,0,1,0.0,1,0,12,5,Ireland,146,0.28793008824938987,-1.3105423343156264,3,0,2
6,8,0,0,3,66.0,0,0,14,0,Ireland,334,0.6992317210072554,1.1447186194294412,2,3,0
3,8,0,0,1,0.0,0,0,11,0,France,378,1.8211872325051162,-0.5087243978983337,1,3,3
3,8,0,0,2,100.0,0,0,11,0,France,16,1.230865903815774,0.7406600157047636,1,3,3
3,8,0,4,1,0.0,0,0,11,0,France,68,1.5640067123317059,-0.16917792124360811,1,3,3
6,9,121,1,1,0.0,2,2,15,123,Luxembourg,33,-0.7828747291066072,-1.5901093201921905,3,0,2
6,8,1,0,2,0.0,0,0,14,1,France,379,0.2065961984698499,-0.07610351579455422,3,0,2
8,8,1,2,2,100.0,0,0,16,1,Italy,297,-0.4579144403301615,1.0558006463808702,2,0,1
4,8,0,0,3,0.0,0,0,12,0,Spain,330,1.0536580351150364,0.5913677800332927,1,3,0
3,8,0,0,1,0.0,0,0,11,0,France,376,1.8211872325051162,-0.5087243978983337,1,3,3
5,8,31,0,1,0.0,1,1,13,32,France,22,-0.17784417271498115,-1.7952911024449547,3,0,2
6,8,0,0,1,0.0,0,0,14,0,Netherlands,626,1.1552922511386405,0.2014957695955509,1,3,0
5,8,3,6,2,0.0,1,0,13,4,Italy,11,-0.352251929430622,-0.30469693227760863,3,0,1
9,8,1,1,2,66.0,0,0,17,1,France,31,-0.3292875497010904,0.7340654989507217,2,0,1
4,8,0,0,1,0.0,3,2,12,3,UK,646,0.36346559863169287,-1.407641171397966,3,0,2
4,8,0,0,1,0.0,0,0,12,0,France,44,1.3419139293825868,0.025257607180264242,1,3,0
8,8,0,0,1,0.0,0,0,16,0,Italy,45,1.0497295573481775,0.3009051053742676,1,3,0
13,8,0,0,4,50.0,0,0,21,0,Italy,624,0.45343592060627746,1.3815886791625405,2,3,0
11,8,19,2,2,0.0,26,0,19,45,Portugal,66,-0.7449407635427978,-0.27328620255811126,0,0,1
4,8,2,1,2,0.0,0,0,12,2,Netherlands,411,0.13664931962008162,0.014168971764584563,3,0,1
22,11,22,6,11,81.0,2,0,33,24,Italy,20,-1.3631354371701034,0.3889642433239404,0,0,1
4,8,0,0,1,0.0,0,0,12,0,France,700,1.3419139293825868,0.025257607180264242,1,3,0
5,8,0,0,1,0.0,0,0,13,0,UK,672,1.2296015562652716,0.13122512192593444,1,3,0
4,8,0,0,1,0.0,0,0,12,0,Italy,16,1.3419139293825868,0.025257607180264242,1,3,0
5,8,11,4,4,100.0,0,0,13,11,UK,34,-0.41694287793063917,0.8402665751321312,2,0,1
7,8,262,0,1,0.0,312,9,15,574,France,40,-0.5917409467483143,-2.051631239864464,3,0,2
5,5,34,0,3,66.0,5,5,10,39,France,16,-0.021601485723163436,-1.144324557542872,3,0,2
11,9,0,1,9,88.0,0,0,20,0,Spain,147,0.04946317504274425,1.653898908208829,2,3,0
4,9,0,0,2,0.0,0,0,13,0,France,683,0.8242630987750191,0.5476229316036946,1,3,0
6,8,0,0,1,0.0,0,0,14,0,France,184,1.1552922511386405,0.2014957695955509,1,3,0
22,9,8,1,20,80.0,10,0,31,18,France,11,-1.24915999510211,0.3976518349800746,0,0,1
4,8,1,0,1,0.0,0,0,12,1,France,275,0.6658324168441594,-0.7877335557206065,3,0,2
9,8,0,7,6,33.0,1,0,17,1,France,12,-0.3893047265535357,0.7904807753328932,2,0,1
4,8,0,0,2,0.0,0,0,12,0,France,139,1.0692993892522236,0.5606494846910302,1,3,0
6,8,0,0,1,0.0,0,0,14,0,France,395,1.1552922511386405,0.2014957695955509,1,3,0
7,8,688,0,1,0.0,2,2,15,690,France,11,-0.5085495661925025,-1.9145188984705535,3,0,2
26,8,0,0,2,0.0,0,0,34,0,US,626,0.4920845897876494,1.104793592567705,1,3,0
5,8,0,0,2,0.0,0,0,13,0,UK,220,0.9569870161349087,0.6666169994367005,1,3,0
4,9,0,1,1,0.0,1,0,13,1,France,446,0.20756687726628092,-0.5614779048075185,3,0,1
3,8,1,0,1,0.0,0,0,11,1,UK,639,1.1451057199666888,-1.3217155607992037,3,0,3
4,8,1,0,2,100.0,0,0,12,1,France,656,0.07551108815481715,0.4616508578824906,2,0,1
4,3,1,0,2,100.0,0,0,7,1,US,233,0.7325633976249036,0.30630733526042275,2,0,2
3,8,0,0,2,100.0,0,0,11,0,France,15,1.230865903815774,0.7406600157047636,1,3,3
9,8,0,5,10,100.0,0,0,17,0,France,26,0.10874441784168404,2.0349774594664916,2,3,0
4,8,0,1,1,0.0,0,0,12,0,France,651,1.1139907924539858,0.3261765805147003,1,3,0
3,8,5,0,1,0.0,0,0,11,5,Spain,11,1.0792216463891178,-1.4008440392390662,3,0,3
3,8,3,0,1,0.0,0,0,11,3,France,36,1.1003139477231092,-1.375513899481083,3,0,3
4,8,27,0,1,0.0,18,10,12,45,US,372,-0.16103453036953083,-2.0524483710665824,3,0,2
5,10,16,0,1,0.0,1,2,15,17,Germany,154,-0.46699949305599575,-1.8021689284783167,3,0,2
4,8,0,1,3,66.0,1,1,12,1,France,37,-0.2710941840289238,-0.09283098539044261,0,0,1
4,8,0,1,1,0.0,0,0,12,0,France,131,1.1139907924539858,0.3261765805147003,1,3,0
8,8,3,2,5,83.0,2,1,16,5,Swiss,16,-0.9965779648701797,-0.21943893966997766,0,0,1
6,8,1,0,2,100.0,2,2,14,3,Austria,60,-0.7385995124654889,-0.3607176110340902,0,0,1
67,30,345,4,42,79.0,157,12,97,502,Bulgaria,11,-2.28607060147667,-0.22947246450671838,0,0,1
44,90,105,4,19,94.0,7,1,134,112,Italy,11,-2.158184431006544,-0.03791946219653068,0,0,1
6,8,0,0,3,66.0,0,0,14,0,France,26,0.6992317210072554,1.1447186194294412,2,3,0
5,8,12,0,9,60.0,1,0,13,13,France,68,-0.3546987610368932,-0.24795790571378287,3,0,1
19,9,21,3,6,83.3,1,7,28,22,France,27,-1.496101829297396,-0.20496423102356431,0,0,1
16,9,0,4,12,91.0,12,279,25,12,France,11,-1.2023006018241442,0.1185782533844493,0,0,1
9,8,3,1,1,0.0,4,0,17,7,Denmark,54,-0.2882441924740918,-0.7320476539705748,3,0,2
3,8,2,1,1,0.0,0,3,11,2,France,13,0.602494424845349,-1.576340786656065,3,0,3
4,8,9,2,2,0.0,1,2,12,10,Germany,105,-0.5347973026937379,-1.0007691168376407,3,0,1
3,8,1,0,2,0.0,2,1,11,3,Denmark,25,0.25637963129949554,-1.7642020915533367,3,0,3
6,9,221,2,2,0.0,1,6,15,222,Spain,11,-1.115743750400937,-1.1042389581253347,0,0,1
13,10,3,2,1,0.0,0,0,23,3,Spain,11,-0.28236156668702744,-0.20425842128794175,3,0,2
9,8,2,4,2,50.0,18,1,17,20,Italy,16,-1.0644503186562122,-0.33501429165471464,0,0,1
7,8,0,0,2,100.0,0,0,15,0,France,25,0.5052273131201024,1.5070984147081177,2,3,0
3,8,0,0,1,0.0,0,0,11,0,Italy,665,1.8211872325051162,-0.5087243978983337,1,3,3
7,8,14,4,3,100.0,1,0,15,15,UK,17,-0.870252074778532,0.4831389233810903,0,0,1
6,8,9,0,2,0.0,9,0,14,18,UK,306,-0.24909045526041804,-0.7000841974074221,3,0,2
52,3,137,0,30,90.0,117,80,55,254,Luxembourg,11,-1.2881755852719117,-0.3533377431335003,0,0,1
5,8,0,0,1,0.0,0,0,13,0,France,649,1.2296015562652716,0.13122512192593444,1,3,0
11,9,3,0,1,0.0,0,0,20,3,France,568,0.05658645328276382,-0.5461730105427797,3,0,2
4,8,1,3,1,0.0,0,0,12,1,Italy,44,0.4159812720689299,-0.4578637979357793,3,0,2
4,8,0,0,1,0.0,0,0,12,0,US,251,1.3419139293825868,0.025257607180264242,1,3,0
3,9,5,0,1,0.0,0,0,12,5,France,319,0.7824725425319035,-1.371116707606319,3,0,3
3,8,2,0,2,100.0,11,1,11,13,UK,29,-0.13345514989558843,-1.1433561484272166,3,0,3
5,8,11,0,2,100.0,4,15,13,15,UK,88,-0.7945042922106551,-0.6120277730064335,0,0,1
4,9,43,1,2,100.0,0,2,13,43,Singapour,13,-0.8417518720343634,0.04253832271271913,0,0,1
3,8,0,1,1,0.0,0,0,11,0,France,588,1.593264095576516,-0.20780542456389742,1,3,3
5,9,1,0,1,0.0,2,0,14,3,UK,440,-0.012808205913318032,-1.2075420382868105,3,0,2
10,8,6,0,1,0.0,5,1,18,11,US,259,-0.38335092871651605,-1.5269116078617593,3,0,2
3,8,0,0,1,0.0,0,0,11,0,US,173,1.8211872325051162,-0.5087243978983337,1,3,3
10,11,85,1,8,25.0,104,1,21,189,Italy,23,-1.5695452101230989,-0.5426881707579594,0,0,1
15,10,1,0,1,0.0,0,0,25,1,US,634,-0.024309731537101104,-0.44215920969107975,3,0,2
8,10,42,0,1,0.0,17,2,18,59,US,54,-0.6995947279605963,-1.8077995239881386,3,0,2
7,15,0,0,1,0.0,14,0,22,14,US,30,-0.08760282693725135,-0.7660169088993345,3,0,2
28,11,2942,6,1,0.0,135,67,39,3077,Australia,11,-1.6183930777184163,-1.667932038467393,0,0,2
11,8,0,2,3,33.0,0,0,19,0,Spain,17,0.2677883756694568,1.6353582939553493,2,3,0
15,8,3,2,10,90.0,0,0,23,3,Italy,11,-0.582547056828567,0.9507814468334244,2,0,1
3,8,121,0,1,0.0,0,0,11,121,France,58,0.9260961581374978,-1.584864302808168,3,0,3
7,1,5,1,7,100.0,13,1,8,18,UK,24,-0.3238279021966639,-0.308844914952887,2,0,2
4,9,0,0,1,0.0,0,13,13,0,France,210,0.7837726481759484,-0.5582090301268345,1,3,0
4,8,0,1,3,100.0,0,0,12,0,France,46,0.508028109627456,1.6062792894600597,2,3,0
6,8,0,0,4,100.0,0,0,14,0,Swiss,354,0.5394343716023224,1.5010318071603543,2,3,0
16,8,30,5,24,84.0,71,1,24,101,UK,11,-1.4277888436735209,-0.15272285351968912,0,0,1
3,8,0,1,1,0.0,3,0,11,3,France,43,0.8938299603061755,-1.1323734965710088,3,0,3
10,8,0,2,4,100.0,0,0,18,0,Luxembourg,13,0.12965504485786453,1.9783299171451731,2,3,0
3,8,1,0,1,0.0,0,0,11,1,France,569,1.1451057199666888,-1.3217155607992037,3,0,3
12,12,196,0,3,100.0,69,58,24,265,US,12,-1.638239415046579,-0.6920267689891226,0,0,1
6,8,0,1,1,0.0,0,0,14,0,UK,209,0.9273691142100396,0.502414742929987,1,3,0
3,8,1,0,1,0.0,0,0,11,1,France,686,1.1451057199666888,-1.3217155607992037,3,0,3
25,8,0,1,1,0.0,0,0,33,0,Germany,170,0.546605334213987,0.8608333859973119,1,3,0
8,11,2,0,1,0.0,0,0,19,2,UK,693,0.039875131294618005,-0.6075711313675406,3,0,2
3,9,0,0,1,0.0,2,0,12,2,France,48,0.8388040420021288,-1.3854336018288251,3,0,3
26,8,1,2,2,100.0,0,0,34,1,France,28,-0.7429448677603264,1.324297256063542,2,0,1
5,8,0,2,4,75.0,0,0,13,0,Austria,45,0.5193930373350236,1.419151734912088,2,3,0
11,8,28,5,5,100.0,67,2,19,95,Portugal,30,-1.437502994340938,-0.02910149076329263,0,0,1
15,8,3,1,5,80.0,0,0,23,3,UK,11,-0.542618701270889,0.8793399507358016,2,0,1
4,8,0,7,2,100.0,0,0,12,0,Spain,11,0.4814357933809619,1.6313206370538442,2,3,0
7,8,164,0,1,0.0,30,10,15,194,Netherlands,18,-0.5061545018250092,-1.9400864813976237,3,0,2
8,8,162,0,1,0.0,4,4,16,166,Romania,11,-0.493463399958803,-1.8080045789735983,3,0,2
10,8,6,0,5,100.0,0,0,18,6,Italy,17,-0.38578706798027096,0.7732749680225828,2,0,1
5,8,1,0,2,0.0,0,0,13,1,Germany,257,0.28090550359648103,-0.14637416346417056,3,0,2
9,8,0,2,10,83.0,0,0,17,0,UK,32,0.2732169826744139,1.6847988033703771,2,3,0
3,8,0,4,4,75.0,0,0,11,0,France,11,1.0950393498520277,0.8002464014381678,1,3,3
14,8,0,3,27,100.0,0,0,22,0,UK,62,-0.026073280889718636,2.1899402495760305,2,3,0
3,8,0,0,1,0.0,0,0,11,0,Italy,709,1.8211872325051162,-0.5087243978983337,1,3,3
3,8,28,1,2,100.0,1,1,11,29,Spain,11,-0.39915340261466564,-0.8785050308571526,3,0,3
4,8,0,3,1,0.0,0,1,12,0,France,125,0.824425962966333,-0.132475118539058,1,3,0
5,8,0,1,5,100.0,0,0,13,0,Italy,137,0.378476224694498,1.7461037459298674,2,3,0
13,8,2,10,1,0.0,0,0,21,2,Estonie,11,-0.06772769069499901,-0.05219707562998307,3,0,2
7,8,0,2,1,0.0,0,0,15,0,Grèce,30,0.854307485358875,0.5762162914093966,1,3,0
4,8,0,0,1,0.0,0,0,12,0,France,40,1.3419139293825868,0.025257607180264242,1,3,0
9,8,5,10,12,100.0,1,1,17,6,UK,11,-1.2444289985765675,0.23769735278391724,0,0,1
28,8,4,0,47,77.0,8,1,36,12,UK,21,-1.170950862871624,-0.1828773262517013,0,0,1
3,8,0,0,1,0.0,0,0,11,0,France,685,1.8211872325051162,-0.5087243978983337,1,3,3
20,8,11,12,30,93.0,0,1,28,11,Italy,12,-1.0421284576628802,0.5869444611270525,0,0,1
4,8,0,2,2,100.0,0,0,12,0,France,119,0.5103514442426749,1.5931443110877381,2,3,0
11,9,20,1,8,62.0,1,1,20,21,Bulgaria,49,-1.3223013286611434,-0.2805405993716093,0,0,1
6,12,52,2,1,0.0,446,8,18,498,Italy,11,-1.107107832539212,-1.7616080041751283,0,0,2
6,8,1,0,2,100.0,0,0,14,1,Italy,225,-0.11111059008912916,0.6378890202977773,2,0,1
6,8,69,6,2,100.0,8,4,14,77,Singapour,11,-1.2078721868044044,-0.2651047133218654,0,0,1
5,9,1,3,1,0.0,1,0,14,2,Italy,181,-0.24460815426140955,-0.8535105818298134,3,0,2
4,8,2,0,1,0.0,5,5,12,7,UK,11,-0.02459128581007355,-1.8756820913591108,3,0,2
13,8,40,14,8,62.0,0,0,21,40,Italy,198,-0.6933423636075977,0.7986340587306949,2,0,1
8,8,50,2,9,100.0,1,0,16,51,Italy,11,-0.996481002745021,0.4985794405057705,0,0,1
3,8,1,0,1,0.0,0,0,11,1,France,226,1.1451057199666888,-1.3217155607992037,3,0,3
3,8,0,0,1,0.0,0,0,11,0,UK,655,1.8211872325051162,-0.5087243978983337,1,3,3
6,10,9,1,1,0.0,2,0,16,11,UK,39,-0.4581850837271966,-0.9261346067264874,3,0,2
6,8,0,0,1,0.0,0,0,14,0,France,533,1.1552922511386405,0.2014957695955509,1,3,0
3,8,0,0,1,0.0,0,0,11,0,France,701,1.8211872325051162,-0.5087243978983337,1,3,3
31,27,161,4,24,100.0,612,20,58,773,Bulgaria,11,-2.3344430713461914,-0.09932804736356965,0,0,1
9,9,15,11,8,85.7,3,0,18,18,France,100,-1.071869757410764,0.24067738729255944,0,0,1
18,16,52,0,18,100.0,4,48,34,56,Spain,12,-1.6974821829542674,-0.32673298982836346,0,0,1
12,8,0,6,6,33.0,0,0,20,0,UK,11,0.19724910864146294,1.7338876170434718,2,3,0
7,8,2,0,1,0.0,0,0,15,2,Croatie,500,0.3908217091059035,-0.5896854851558619,3,0,2
12,8,5,0,1,0.0,0,0,20,5,France,44,0.19435754821627002,-0.48445379821152196,3,0,2
34,8,6,7,11,83.0,0,0,42,6,Croatie,12,-0.8260315115314149,1.1274485016566262,2,0,1
4,8,1,1,3,33.0,0,0,12,1,France,84,-0.012892379010535073,0.44458983950074515,2,0,1
19,9,13,35,23,82.0,1,0,28,14,France,11,-1.2709470441486719,0.5302351073399897,0,0,1
4,9,0,1,2,66.0,0,0,13,0,France,11,0.4285353259825841,1.2256545819189926,2,3,0
15,8,0,10,38,84.0,1,0,23,1,France,11,-0.599899645392322,1.0687633247951387,2,0,1
131,10,14,122,152,92.0,7,0,141,21,US,12,-1.8389238380005553,1.0072208418650948,0,0,1
13,9,1,0,1,0.0,1,1,22,2,Estonie,516,-0.5353539276245227,-1.4088052307638406,3,0,2
4,8,0,0,1,0.0,0,0,12,0,France,573,1.3419139293825868,0.025257607180264242,1,3,0
9,9,3,1,2,100.0,0,0,18,3,US,256,-0.7101786519500614,0.9554748696419842,2,0,1
4,8,1,0,1,0.0,0,0,12,1,France,367,0.6658324168441594,-0.7877335557206065,3,0,2
5,8,1,10,11,90.0,0,0,13,1,Spain,71,-0.23372554133919143,0.7355473153128221,2,0,1
121,0,1140,31,108,94.0,531,105,121,1671,Sweden,11,-1.512451266907816,0.2612447531880768,0,2,2
7,13,357,3,3,100.0,6,24,20,363,France,11,-1.7753795497613927,-0.4036045645537974,0,0,1
6,8,3,1,1,0.0,47,13,14,50,France,13,-0.5498240993142512,-1.5515547182763962,3,0,2
4,8,4,0,1,0.0,3,0,12,7,France,12,0.26484712599710203,-1.3420127528021657,3,0,2
13,8,11,9,10,70.0,0,0,21,11,Italy,18,-0.6300490909034557,0.8839629562735007,2,0,1
7,8,1,16,2,100.0,0,0,15,1,US,12,-0.4590843229691495,1.0746474375547863,2,0,1
6,12,16,3,1,0.0,214,8,18,230,US,11,-1.0489719500824866,-1.666723242040208,0,0,2
12,8,0,3,10,90.0,0,0,20,0,UK,13,0.1814490420512023,1.7799632111390933,2,3,0
15,15,22,1,2,0.0,2,4,30,24,UK,424,-1.3851228339234836,-0.7634262425630858,0,0,1
5,8,0,0,2,0.0,0,0,13,0,France,187,0.9569870161349087,0.6666169994367005,1,3,0
5,8,0,0,1,0.0,0,0,13,0,Spain,625,1.2296015562652716,0.13122512192593444,1,3,0
8,8,0,0,1,0.0,0,3,16,0,US,31,0.7636868193205522,-0.22023077045701864,1,3,0
11,8,6,19,2,100.0,1,2,19,7,US,371,-1.271215528571431,0.15908706773069858,0,0,1
6,8,0,2,1,0.0,0,0,14,0,US,94,0.914051094688071,0.5199980598999275,1,3,0
10,8,0,4,1,0.0,0,0,18,0,Italy,621,0.7295735606713416,0.699838065930718,1,3,0
6,8,15,2,1,0.0,15,1,14,30,Islande,11,-0.5205210876569184,-1.4493747679199194,3,0,2
5,9,32,2,2,100.0,2,5,14,34,Germany,424,-1.2689993689182948,-0.3329256262504958,0,0,1
14,10,41,1,2,100.0,0,0,24,41,Italy,469,-0.9926690979307353,0.9004064095671255,2,0,1
14,12,10,2,2,100.0,0,0,26,10,Italy,26,-0.9976433123432739,0.9942276022934833,2,0,1
11,8,48,2,4,100.0,4,11,19,52,Netherlands,14,-1.3932203286557885,-0.06064094309441573,0,0,1
5,8,0,2,2,0.0,0,0,13,0,France,15,0.7157458596843388,0.9851192897410775,1,3,0
8,8,6,1,5,100.0,0,0,16,6,Netherlands,13,-0.550734728405446,1.0148074574552937,2,0,1
4,8,0,1,1,0.0,0,1,12,0,France,348,0.8463539708129614,-0.1614259029894491,1,3,0
7,9,141,2,5,100.0,171,9,16,312,Austria,11,-1.6046279467105766,-0.4077388509627093,0,0,1
24,8,0,27,13,69.0,0,0,32,0,France,11,-0.027290837249531887,1.995311079434092,2,3,0
5,9,0,8,3,100.0,0,0,14,0,Spain,32,0.13233226886217164,1.736858330946346,2,3,0
7,8,38,3,4,0.0,14,0,15,52,France,40,-0.6542371440145883,-0.3499333495137807,0,0,1
3,8,0,0,1,0.0,0,0,11,0,Netherlands,68,1.8211872325051162,-0.5087243978983337,1,3,3
5,8,86,0,1,0.0,4,2,13,90,UK,14,-0.2652388244818169,-1.9118970888860611,3,0,2
6,8,0,1,1,0.0,0,0,14,0,US,251,0.9273691142100396,0.502414742929987,1,3,0
5,8,3,0,1,0.0,0,1,13,3,US,561,0.24109144984223999,-1.2231668631609653,3,0,2
8,12,30,1,2,0.0,2,0,20,32,UK,13,-0.9393633098123899,-0.37108581788233536,0,0,2
4,8,0,0,1,0.0,0,0,12,0,France,590,1.3419139293825868,0.025257607180264242,1,3,0
4,8,3,0,1,0.0,0,0,12,3,France,400,0.6210406446005794,-0.8415318944024855,3,0,2
12,9,14,13,7,85.0,0,0,21,14,Italy,15,-0.80393739735309,0.7876116608842001,2,0,1
19,12,4,12,13,92.3,2,1,31,6,France,12,-1.5878501802758693,0.002396348666674503,0,0,1
6,8,0,0,1,0.0,0,0,14,0,Estonie,384,1.1552922511386405,0.2014957695955509,1,3,0
23,8,1,15,22,95.0,0,0,31,1,Spain,12,-0.7019162944774182,1.2063405080866776,2,0,1
9,8,0,1,1,0.0,0,0,17,0,France,325,0.7872131388315343,0.6345521073599655,1,3,0
6,8,0,0,3,66.0,0,0,14,0,France,274,0.6992317210072554,1.1447186194294412,2,3,0
5,9,109,3,1,0.0,8,8,14,117,Germany,14,-0.781310706048078,-1.6938464238419182,3,0,2
10,24,342,7,3,66.0,425,10,34,767,Italy,11,-1.9415396814376085,-0.7079921571585348,0,0,1
8,8,0,0,1,0.0,0,0,16,0,Italy,688,1.0497295573481775,0.3009051053742676,1,3,0
4,8,4,1,1,0.0,0,0,12,4,Germany,44,0.3808468711045375,-0.5553383223702694,3,0,2
4,9,0,0,2,0.0,0,0,13,0,France,647,0.8242630987750191,0.5476229316036946,1,3,0
6,9,2,3,1,0.0,2,1,15,4,Netherlands,19,-0.6155345753412195,-1.3270859327955848,3,0,2
3,8,59,0,1,0.0,29,0,11,88,UK,12,0.5833956798629203,-2.0777221695683634,3,0,3
7,8,0,2,9,90.0,0,0,15,0,UK,94,0.35302126631240693,1.611305283288371,2,3,0
4,8,4,8,2,50.0,4,0,12,8,UK,35,-0.45334581089042664,-0.08761433143399801,0,0,1
9,8,0,0,3,100.0,0,0,17,0,US,610,0.40917359293360567,1.6137358429708888,2,3,0
4,8,0,0,1,0.0,0,0,12,0,US,44,1.3419139293825868,0.025257607180264242,1,3,0
15,8,9,14,27,74.0,0,0,23,9,Slovaquie,15,-0.6963403023640679,0.9999421887332269,2,0,1
4,8,1,0,1,0.0,1,0,12,2,France,16,0.3354088863754914,-1.2538477818091855,3,0,2
19,8,0,1,19,50.0,0,0,27,0,Belgium,462,0.09625743236110071,1.8546394766335397,2,3,0
4,8,0,0,1,0.0,0,2,12,0,France,11,1.062899733902033,-0.48307309939085413,1,3,0
4,8,0,0,1,0.0,0,0,12,0,Belgium,205,1.3419139293825868,0.025257607180264242,1,3,0
22,14,185,0,5,100.0,37,53,36,222,Luxembourg,12,-1.7861687359476168,-0.5241766747542028,0,0,1
3,8,0,0,1,0.0,0,0,11,0,France,519,1.8211872325051162,-0.5087243978983337,1,3,3
60,9,41,244,70,88.0,37,14,69,78,France,11,-2.1384888973373557,0.2806571452380745,0,0,1
4,8,3,4,4,80.0,0,0,12,3,Germany,61,-0.10720817193710322,0.4721604002449191,2,0,1
4,8,0,2,1,0.0,0,0,12,0,France,406,1.1006727729320174,0.343759897484641,1,3,0
10,8,0,0,3,100.0,0,0,18,0,France,13,0.38079139801822215,1.6403942982213513,2,3,0
14,8,0,0,1,0.0,0,0,22,0,France,691,0.8998684948968748,0.44224242958074617,1,3,0
13,8,0,1,6,100.0,0,0,21,0,Italy,11,0.059703458740363514,2.051678605322566,2,3,0
6,8,11,0,3,66.0,1,0,14,12,France,48,-0.39282464805363954,-0.236781412486702,3,0,1
3,8,0,0,1,0.0,0,0,11,0,Germany,385,1.8211872325051162,-0.5087243978983337,1,3,3
6,8,4,5,7,85.0,0,0,14,4,France,14,-0.3307980759111117,0.6797267906240143,2,0,1
5,15,420,0,1,0.0,5,0,20,425,France,11,-0.5730812388691743,-1.48013285306538,3,0,2
4,8,0,0,1,0.0,0,0,12,0,France,68,1.3419139293825868,0.025257607180264242,1,3,0
9,17,3,3,8,100.0,0,0,26,3,Italy,12,-1.0125768233996104,1.0928740239535442,2,0,1
5,5,15,1,1,0.0,0,5,10,15,Romania,40,0.592222876082659,-1.2490653222753505,3,0,2
42,8,0,5,29,86.0,0,0,50,0,UK,15,-0.13987733388761076,2.1210662630123913,2,3,0
5,8,0,2,1,0.0,0,0,13,0,France,691,0.9883603998147023,0.4497274122303112,1,3,0
7,8,0,2,2,0.0,46,0,15,46,France,595,-0.22556386802193115,0.045616586110512926,3,0,1
14,12,19,1,3,100.0,9,0,26,28,France,219,-1.3890734228414459,0.4634660383920662,0,0,1
7,8,4,6,8,100.0,0,0,15,4,Italy,13,-0.5401121591919666,1.0673839722996206,2,0,1
21,9,0,0,13,100.0,9,3,30,9,Germany,390,-1.0358952508761574,0.324672953415626,0,0,1
3,8,19,0,1,0.0,0,0,11,19,Italy,52,1.0228553556892874,-1.4686481914360257,3,0,3
30,60,1209,0,3,100.0,919,9,90,2128,Singapour,11,-2.1978476146754238,-0.6680455513073292,0,0,1
3,8,1,0,1,0.0,0,0,11,1,France,701,1.1451057199666888,-1.3217155607992037,3,0,3
4,8,0,0,1,0.0,0,0,12,0,France,259,1.3419139293825868,0.025257607180264242,1,3,0
4,8,3,0,1,0.0,0,1,12,3,Germany,324,0.3534038229595551,-1.3291343779066351,3,0,2
7,8,0,1,1,0.0,0,0,15,0,Spain,641,0.8676255048808437,0.5586329744394557,1,3,0
6,8,21,3,1,0.0,5,0,14,26,Germany,165,-0.24456082633598966,-0.9252009239791827,3,0,2
15,10,136,9,4,50.0,13,5,25,149,UK,22,-1.6449501951225665,-0.4442330416811926,0,0,1
12,9,0,0,5,60.0,0,0,21,0,UK,426,0.2848105937848774,1.3137642180501754,2,3,0
7,8,2,11,13,84.0,0,0,15,2,Italy,11,-0.4020269417126011,0.8360157384418583,2,0,1
59,108,1,2,7,71.0,0,0,167,1,Italy,11,-1.3284189912334048,1.1329955805569478,0,0,1
10,8,226,1,3,100.0,185,25,18,411,France,11,-1.5283851760200509,-0.37070174004792017,0,0,1
5,8,2,1,4,75.0,0,0,13,2,Spain,29,-0.1720158758465489,0.5541689316812655,2,0,1
4,8,0,0,1,0.0,0,0,12,0,France,617,1.3419139293825868,0.025257607180264242,1,3,0
